movie_id,title,rating,release_year,content_rating,duration,listed_in
s654,Adhugo,6.4,2018,PG-13,105,"Comedies, Independent Movies, International Movies"
s655,The Show,5.8,2017,R,105,Dramas
s656,1 Mile to You,5.82,2017,PG-13,105,"Dramas, Romantic Movies, Sports Movies"
s657,#Roxy,6.43,2018,PG-13,105,"Comedies, Romantic Movies"
s658,Wildlife,8.96,2018,PG-13,105,"Dramas, Independent Movies"
s659,Williams,9.53,2017,R,105,"Documentaries, International Movies, Sports Movies"
s660,Secret Magic Control Agency,9.88,2021,TV-Y7,105,"Children & Family Movies, Comedies"
s661,Romantik Komedi 2: Bekarlığa Veda,6.16,2013,R,105,"Comedies, International Movies, Romantic Movies"
s662,Double Dad,2.74,2020,G,105,"Children & Family Movies, Comedies, Dramas"
s663,Letters to Juliet,6.64,2010,PG,105,"Comedies, Dramas, Romantic Movies"
s664,The Rope Curse 2,5.56,2020,R,105,"Horror Movies, International Movies"
s665,After We Collided,9.35,2020,R,105,"Dramas, Romantic Movies"
s666,Grizzlies,8.18,2018,R,106,"Dramas, Independent Movies, Sports Movies"
s667,Christmas Crossfire,5.82,2020,R,106,"Comedies, International Movies, Thrillers"
s668,Finding Agnes,7.15,2020,PG,106,"Dramas, International Movies"
s669,The Invisible Guest,6.44,2016,PG-13,106,"International Movies, Thrillers"
s670,West Beirut,8.68,1999,R,106,"Dramas, International Movies"
s671,Palermo Hollywood,7.27,2004,R,106,"Dramas, International Movies"
s672,Paranoia,1.34,2013,PG-13,106,Thrillers
s673,Animal Crackers,5.27,2020,TV-Y7,106,"Children & Family Movies, Comedies"
s674,Sthaniya Sambaad,6.78,2010,PG-13,106,"Dramas, International Movies"
s675,Shor In the City,7.41,2011,PG-13,106,"Comedies, Dramas, Independent Movies"
s676,The Other,4.13,1999,R,106,"Dramas, International Movies, Romantic Movies"
s677,We'll Be Right Back After The Break,6.58,2012,PG-13,106,"Action & Adventure, Comedies, International Movies"
s678,"Hail, Caesar!",8.65,2016,PG-13,106,Comedies
s679,Justine,1.67,2019,R,106,"Dramas, Independent Movies"
s680,Fronteras,4.91,2018,R,106,"Dramas, Independent Movies, Thrillers"
s681,Uppity: The Willy T. Ribbs Story,2.5,2020,R,106,"Documentaries, Sports Movies"
s682,"Faith, Hope & Love",9.25,2019,PG,106,"Comedies, Faith & Spirituality, Romantic Movies"
s683,Ije: The Journey,7.75,2010,R,106,"Dramas, International Movies"
s684,No Game No Life: Zero,9.13,2017,R,106,"Action & Adventure, Anime Features, International Movies"
s685,The Body Remembers When the World Broke Open,4.55,2019,R,106,"Dramas, Independent Movies"
s686,Parchís: the Documentary,6.99,2019,PG-13,106,"Documentaries, International Movies, Music & Musicals"
s687,Pagpag: Nine Lives,6.58,2013,PG-13,106,"Horror Movies, International Movies"
s688,Consequences,7.34,2014,R,106,"Dramas, International Movies, Thrillers"
s689,After,6.43,2019,PG-13,106,"Dramas, Romantic Movies"
s690,Inside Man: Most Wanted,9.81,2019,R,106,Action & Adventure
s691,Cities of Last Things,6.56,2018,R,106,"Dramas, Independent Movies, International Movies"
s692,Must Be... Love,5.49,2013,PG-13,106,"Comedies, Dramas, International Movies"
s693,Girl,7.63,2018,R,106,"Dramas, International Movies, LGBTQ Movies"
s694,Alt-Right: Age of Rage,5.29,2018,R,106,Documentaries
s695,The Doll,5.55,2016,R,106,"Horror Movies, International Movies"
s696,Lommbock,6.1,2017,R,106,"Comedies, International Movies"
s697,Do Dooni Chaar,7.32,2010,PG,106,"Comedies, International Movies"
s698,Trollhunters: Rise of the Titans,7.17,2021,TV-Y7,106,Children & Family Movies
s699,Vaya,9,2016,R,106,"Dramas, Independent Movies, International Movies"
s700,Next Gen,8.7,2018,PG,106,"Children & Family Movies, Comedies, Sci-Fi & Fantasy"
s701,Sierra Burgess Is A Loser,7.13,2018,PG-13,106,"Comedies, Romantic Movies"
s702,Kuntilanak,6.67,2018,PG-13,106,"Horror Movies, International Movies"
s703,Maktub,6.58,2018,R,106,"Comedies, International Movies"
s704,Set It Up,8.87,2018,R,106,"Comedies, Romantic Movies"
s705,Love Beats Rhymes,5.26,2016,R,106,"Dramas, Music & Musicals, Romantic Movies"
s706,Rock the Kasbah,3.03,2015,R,106,"Comedies, Music & Musicals"
s707,The Death and Life of Marsha P. Johnson,8.98,2017,R,106,"Documentaries, LGBTQ Movies"
s708,I Dream Of Dance,1.85,2017,PG-13,106,"Children & Family Movies, Documentaries"
s709,Shepherds and Butchers,5.65,2016,R,106,"Dramas, International Movies"
s710,Toro,6.18,2016,R,106,"Dramas, International Movies, Thrillers"
s711,Ophelia,9.66,2018,PG-13,106,"Dramas, Romantic Movies"
s712,She's Out of My League,9.3,2010,R,106,"Comedies, Romantic Movies"
s713,Gurgaon,8.55,2017,PG-13,106,"Dramas, International Movies, Thrillers"
s714,Ég man þig,7.41,2017,R,106,"Horror Movies, International Movies"
s715,5 Cowok Jagoan,7.6,2017,R,106,"Action & Adventure, Comedies, International Movies"
s716,A Serious Man,4.2,2009,R,106,"Comedies, Independent Movies"
s717,Albion: The Enchanted Stallion,2.81,2016,PG,106,Children & Family Movies
s718,American Warfighter,4.27,2019,R,106,Dramas
s719,You vs. Wild: Out Cold,9.06,2021,G,106,Children & Family Movies
s720,Chappaquiddick,5.99,2017,PG-13,106,Dramas
s721,Charlie's Angels: Full Throttle,3.63,2003,PG-13,106,"Action & Adventure, Comedies"
s722,Clash of the Titans,8.38,2010,PG-13,106,"Action & Adventure, Sci-Fi & Fantasy"
s723,Consequences ,7.03,2014,R,106,"Dramas, International Movies, Thrillers"
s724,El fin de ETA,9.66,2017,PG-13,106,"Documentaries, International Movies"
s725,Ek Main Aur Ekk Tu,5.45,2012,PG-13,106,"Comedies, International Movies, Romantic Movies"
s726,East Side Sushi,2.14,2015,PG,106,Dramas
s727,Eyyvah Eyyvah 2,9.59,2011,PG,106,"Comedies, International Movies, Romantic Movies"
s728,Functional Fitness,9.52,2016,R,106,Documentaries
s729,God's Not Dead: A Light in Darkness,5.78,2018,PG,106,"Dramas, Faith & Spirituality"
s730,Holidays,6.83,2016,R,106,"Comedies, Horror Movies"
s731,Confusion Na Wa,8.1,2013,R,106,"Comedies, Dramas, International Movies"
s732,Kate,2.24,2021,R,106,Action & Adventure
s733,I Am,9.84,2010,R,106,"Dramas, Independent Movies, International Movies"
s734,Inconceivable,9.57,2017,R,106,Thrillers
s735,Inkheart,5.83,2008,PG,106,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy"
s736,Justin Bieber: Never Say Never,1.34,2011,G,106,"Documentaries, Music & Musicals"
s737,Kill the Irishman,5.43,2011,R,106,"Action & Adventure, Dramas, Independent Movies"
s738,Tuesdays & Fridays,4.4,2021,PG-13,106,"Comedies, Dramas, International Movies"
s739,Bobby Sands: 66 Days,5.97,2016,PG-13,106,Documentaries
s740,Merry Men: The Real Yoruba Demons,7.08,2018,R,106,"Comedies, International Movies"
s741,BLAME!,7.24,2017,PG-13,106,"Action & Adventure, Anime Features, International Movies"
s742,Mirror Mirror,8,2012,PG,106,"Children & Family Movies, Comedies"
s743,Bibi & Tina: Tohuwabohu Total,5.36,2017,PG-13,106,"Children & Family Movies, Music & Musicals"
s744,The Girl King,6.13,2015,R,106,"Dramas, International Movies, LGBTQ Movies"
s745,Oh My Ghost 4,9.66,2015,R,106,"Comedies, Horror Movies, International Movies"
s746,Beirut Oh Beirut,4.99,1975,PG-13,106,"Classic Movies, Dramas, International Movies"
s747,Prague,8.91,2013,R,106,"Dramas, Independent Movies, International Movies"
s748,Quantum of Solace,5.1,2008,PG-13,106,Action & Adventure
s749,Atlantics,4.3,2019,PG-13,106,"Dramas, Independent Movies, International Movies"
s750,Senna,8.14,2010,PG-13,106,"Documentaries, International Movies, Sports Movies"
s751,Aruna & Her Palate,6.38,2018,PG-13,106,"Dramas, International Movies"
s752,Too Handsome to Handle,1.95,2019,PG-13,106,"Comedies, Dramas, International Movies"
s753,Soul Surfer,8.17,2011,PG,106,"Dramas, Faith & Spirituality, Sports Movies"
s754,Starred Up,5.36,2013,R,106,"Dramas, Independent Movies, International Movies"
s755,Stripes,9.55,1981,R,106,"Classic Movies, Comedies, Cult Movies"
s756,Andaleeb El Dokki,9.79,2008,PG-13,106,"Comedies, International Movies"
s757,The Bygone,5.39,2019,R,106,"Independent Movies, Thrillers"
s758,The End of the Tour,7.66,2015,R,106,"Dramas, Independent Movies"
s759,The Frozen Ground,4.26,2013,R,106,"Dramas, Thrillers"
s760,Ali & Alia,6.96,2019,PG-13,106,"Dramas, International Movies, Romantic Movies"
s761,The Jane Austen Book Club,5.9,2007,PG-13,106,"Comedies, Dramas, Romantic Movies"
s762,The Only Mother To You All,7.89,2008,PG,106,"Comedies, International Movies"
s763,The Taking of Pelham 123,9.79,2009,R,106,Action & Adventure
s764,The Unknown Girl,7.52,2016,R,106,"Dramas, International Movies"
s765,Viceroy's House,5.41,2017,NR,106,Dramas
s766,Vizontele Tuuba,8.1,2004,NR,106,"Comedies, Dramas, International Movies"
s767,Wild Wild West,6.7,1999,PG-13,106,"Action & Adventure, Comedies, Sci-Fi & Fantasy"
s768,Wish I Was Here,3.05,2014,R,106,"Comedies, Dramas, Independent Movies"
s769,Y Tu Mamá También,7.17,2001,R,106,"Dramas, Independent Movies, International Movies"
s770,Vizontele,4.68,2001,R,106,"Comedies, Dramas, International Movies"
s771,The Twins Effect II,5.96,2004,PG-13,106,"Action & Adventure, Comedies, International Movies"
s772,Who's the Boss,4.63,2020,R,106,"Comedies, International Movies, Romantic Movies"
s773,Geez & Ann,6.33,2021,PG,106,"Dramas, International Movies, Romantic Movies"
s774,Malcolm & Marie,8.84,2021,R,106,"Dramas, Independent Movies"
s775,Playing for Keeps,6.03,2012,PG-13,106,"Comedies, Romantic Movies, Sports Movies"
s776,Mars Attacks!,6.61,1996,PG-13,106,"Comedies, Cult Movies, Sci-Fi & Fantasy"
s777,A California Christmas,7.33,2020,PG-13,107,"Comedies, Romantic Movies"
s778,Just The Way You Are,9.72,2016,G,107,"International Movies, Romantic Movies"
s779,Three Words to Forever,9.66,2018,G,107,"Comedies, Dramas, International Movies"
s780,A Very Special Love,6.03,2008,G,107,"International Movies, Romantic Movies"
s781,The Next Karate Kid,6.79,1994,PG,107,"Action & Adventure, Dramas, Sports Movies"
s782,Wheels of Fortune,5.75,2020,R,107,"Comedies, Sports Movies"
s783,The Nutty Professor II: The Klumps,7.55,2000,PG-13,107,"Comedies, Romantic Movies"
s784,Disconnect,7.3,2018,R,107,"Comedies, International Movies, Romantic Movies"
s785,Wind River,9.5,2017,R,107,"Dramas, Independent Movies"
s786,Òlòtūré,1.17,2020,R,107,"Dramas, International Movies"
s787,Turkish Dance School,6.92,2017,R,107,"Comedies, International Movies, Romantic Movies"
s788,Santana,7.46,2020,R,107,"Action & Adventure, International Movies"
s789,Rising Phoenix,9.48,2020,PG-13,107,"Documentaries, International Movies, Sports Movies"
s790,Mumbai Delhi Mumbai,2.47,2014,R,107,"Comedies, International Movies, Romantic Movies"
s791,Desperados,5.02,2020,R,107,"Comedies, Romantic Movies"
s792,David Foster: Off the Record,6.6,2019,R,107,"Documentaries, Music & Musicals"
s793,Ordinary People,7.11,2016,R,107,"Dramas, Independent Movies, International Movies"
s794,Shanghai Fortress,6.15,2019,PG-13,107,"Dramas, International Movies, Romantic Movies"
s795,Seven and a half dates,6,2018,PG-13,107,"Dramas, International Movies, Romantic Movies"
s796,"Sí, Mi Amor",1.72,2020,R,107,"Comedies, International Movies, Romantic Movies"
s797,Mrs. Serial Killer,3.26,2020,R,107,"International Movies, Thrillers"
s798,Bir Baba Hindu,6.31,2016,R,107,"Action & Adventure, Comedies, International Movies"
s799,The Lift Boy,5.26,2020,R,107,"Dramas, Independent Movies, International Movies"
s800,Sameer Abu Alneel,1.72,2013,PG-13,107,"Comedies, International Movies"
s801,My Stupid Boss,9.01,2016,G,107,"Comedies, International Movies"
s802,The Death of Stalin,9.26,2017,R,107,"Comedies, Dramas, Independent Movies"
s803,The Runaways,7.42,2010,R,107,"Dramas, Independent Movies, Music & Musicals"
s804,Paharganj,7.08,2019,R,107,"Dramas, Independent Movies, International Movies"
s805,The First Lady,9.89,2015,R,107,"Dramas, International Movies"
s806,Crazy people,6,2018,R,107,"Comedies, International Movies, Thrillers"
s807,Kalushi: The Story of Solomon Mahlangu,3.33,2016,R,107,"Dramas, International Movies"
s808,Suffragette,4.47,2015,PG-13,107,"Dramas, International Movies"
s809,Earthquake Bird,5.86,2019,R,107,"Dramas, Romantic Movies"
s810,The Man Without Gravity,6.9,2019,R,107,"Dramas, International Movies"
s811,Onaatah,3.2,2016,PG-13,107,"Dramas, International Movies"
s812,Jaoon Kahan Bata Ae Dil,1.01,2018,R,107,"Dramas, Independent Movies, International Movies"
s813,NiNoKuni,7.06,2019,PG-13,107,"Action & Adventure, Anime Features, Children & Family Movies"
s814,New Money,1.8,2018,PG-13,107,"Dramas, International Movies"
s815,Namaste Wahala,1.74,2021,PG-13,107,"Comedies, Dramas, International Movies"
s816,The Last Runway,6.05,2018,R,107,"Action & Adventure, International Movies"
s817,2 Weeks in Lagos,7.83,2020,PG,107,"Dramas, International Movies, Romantic Movies"
s818,Big Miracle,8.08,2012,PG,107,"Children & Family Movies, Dramas"
s819,Kolaiyuthir Kaalam,5.2,2019,PG-13,107,"International Movies, Thrillers"
s820,Killa,7.02,2014,PG-13,107,"Dramas, International Movies"
s821,Karkar,1.17,2007,PG-13,107,"Comedies, International Movies"
s822,Beyond Skyline,8.49,2017,R,107,"Action & Adventure, Sci-Fi & Fantasy"
s823,Generation Iron 2,8.19,2017,PG-13,107,"Documentaries, Sports Movies"
s824,Berserk: The Golden Age Arc III - The Advent,6.6,2013,R,107,"Action & Adventure, Anime Features, International Movies"
s825,Fear Street Part 1: 1994,5.47,2021,R,107,"Horror Movies, LGBTQ Movies"
s826,Rush: Beyond the Lighted Stage,4.31,2010,R,107,"Documentaries, Music & Musicals"
s827,Divines,5.64,2016,R,107,"Dramas, Independent Movies, International Movies"
s828,Spanish Affair 2,9.74,2015,R,107,"Comedies, International Movies, Romantic Movies"
s829,Into the Inferno,7.38,2016,PG,107,Documentaries
s830,Heal,6.59,2017,PG-13,107,Documentaries
s831,Ip Man,8.83,2008,R,107,"Action & Adventure, Dramas, International Movies"
s832,2015 Dream Concert,7.49,2015,PG,107,"International Movies, Music & Musicals"
s833,Afterschool,6.55,2008,R,107,"Dramas, Independent Movies"
s834,April and the Extraordinary World,9.06,2015,PG,107,"Action & Adventure, Comedies, International Movies"
s835,Bangkok Hell,9.34,2002,R,107,"Dramas, International Movies"
s836,Dolphin Tale 2,8.37,2014,PG,107,"Children & Family Movies, Dramas"
s837,Equilibrium,4.71,2002,R,107,"Action & Adventure, Dramas, Sci-Fi & Fantasy"
s838,Gehenna: Where Death Lives,7.83,2016,R,107,"Horror Movies, Thrillers"
s839,Deewana Main Deewana,8.82,2013,PG-13,107,"Comedies, Dramas, International Movies"
s840,I Am Bolt,5.68,2016,PG,107,"Documentaries, Sports Movies"
s841,Junebug,6.14,2005,R,107,"Comedies, Dramas, Independent Movies"
s842,Celebrity Marriage,9.41,2017,PG-13,107,"Dramas, International Movies"
s843,Kung Fu Yoga,5.1,2017,PG,107,"Action & Adventure, Comedies, International Movies"
s844,Maacher Jhol,1.13,2017,PG,107,"Dramas, International Movies"
s845,Marauders,7.37,2016,R,107,Action & Adventure
s846,Mission of Honor,7.23,2018,R,107,"Action & Adventure, Dramas"
s847,Bibi & Tina: Girls Versus Boys,5.04,2016,PG-13,107,"Children & Family Movies, Music & Musicals"
s848,Off Course,2.15,2015,R,107,"Comedies, International Movies"
s849,Rivaaz,6.8,2011,R,107,"Dramas, Independent Movies, International Movies"
s850,Strain,7.7,2020,R,107,"Dramas, International Movies"
s851,Skiptrace,8.39,2016,PG-13,107,"Action & Adventure, Comedies"
s852,Sliver,8.51,1993,R,107,Thrillers
s853,Suite Française,9.78,2014,R,107,"Dramas, International Movies, Romantic Movies"
s854,The Adventures of Tintin,3.24,2011,PG,107,Children & Family Movies
s855,Ferry,7,2021,R,107,"Dramas, International Movies, Thrillers"
s856,I Am All Girls,9.77,2021,R,107,"Dramas, International Movies, Thrillers"
s857,The Break-Up,8.21,2006,PG-13,107,"Comedies, Dramas, Romantic Movies"
s858,The Chosen Ones,6.49,2015,R,107,"Dramas, Independent Movies, International Movies"
s859,The Exception,5.63,2016,R,107,"Dramas, Romantic Movies"
s860,Tottaa Pataaka Item Maal,9.21,2018,R,107,"Dramas, Independent Movies, International Movies"
s861,The Ghost Who Walks,6.81,2019,R,107,"Dramas, Independent Movies, Thrillers"
s862,The Little Prince,8.3,2015,PG,107,Children & Family Movies
s863,Time to Dance,7.35,2020,PG,107,"Dramas, International Movies, Romantic Movies"
s864,The Riot Club,5.99,2014,R,107,"Dramas, International Movies"
s865,The Time Traveler's Wife,8.01,2009,PG-13,107,"Dramas, Romantic Movies, Sci-Fi & Fantasy"
s866,This Is Not What I Expected,5.3,2017,PG,107,"Comedies, International Movies, Romantic Movies"
s867,Yes or No 2.5,7.07,2015,PG,107,"International Movies, LGBTQ Movies, Romantic Movies"
s868,Dügün Dernek 2: Sünnet,7.73,2015,R,107,"Comedies, International Movies"
s869,Thunder Force,2.94,2021,PG-13,107,"Action & Adventure, Comedies"
s870,Takers,3.81,2010,PG-13,107,Action & Adventure
s871,You're Everything To Me,9.14,2016,PG,107,"Comedies, Dramas, Independent Movies"
s872,Crazy About Her,8.86,2021,R,107,"Comedies, International Movies, Romantic Movies"
s873,The Last Paradiso,5.19,2020,R,107,"Dramas, International Movies, Romantic Movies"
s874,Below Zero,5.97,2021,R,107,"Action & Adventure, International Movies"
s875,The Panti Sisters,7.68,2019,R,108,"Comedies, International Movies, LGBTQ Movies"
s876,Rust Creek,9.67,2018,R,108,Thrillers
s877,Machete Kills,9.17,2013,R,108,Action & Adventure
s878,The Healer,9.21,2017,PG-13,108,"Children & Family Movies, Dramas, Faith & Spirituality"
s879,Wish Man,6.52,2019,PG-13,108,"Children & Family Movies, Dramas"
s880,Wira,7.15,2019,PG-13,108,"Action & Adventure, Dramas, International Movies"
s881,The Ant's Scream,7.35,2010,PG-13,108,"Comedies, Dramas, International Movies"
s882,Seriously Single,5.79,2020,R,108,"Comedies, International Movies, Romantic Movies"
s883,The November Man,5.16,2014,R,108,Action & Adventure
s884,Spectral,9.73,2016,PG-13,108,"Action & Adventure, Sci-Fi & Fantasy"
s885,So Much Love to Give,6.2,2020,PG-13,108,"Comedies, International Movies, Music & Musicals"
s886,Disclosure,6.2,2020,R,108,"Documentaries, LGBTQ Movies"
s887,An Evening with Beverly Luff Linn,5.42,2018,R,108,"Comedies, Independent Movies"
s888,Secrets in the Hot Spring,9.64,2018,PG-13,108,"Comedies, Horror Movies, International Movies"
s889,The Railway Man,7.9,2013,R,108,"Dramas, International Movies"
s890,Crip Camp: A Disability Revolution,8.34,2020,R,108,Documentaries
s891,Tootsies & The Fake,9.56,2019,R,108,"Comedies, International Movies, LGBTQ Movies"
s892,Eye For An Eye,3.54,2019,R,108,"Dramas, International Movies, Thrillers"
s893,Iron Fists and Kung-Fu Kicks,2.55,2019,R,108,"Documentaries, International Movies"
s894,The Grandmaster,5.19,2013,PG-13,108,"Action & Adventure, Dramas, International Movies"
s895,Neseli Hayat,5.93,2009,PG-13,108,"Comedies, International Movies"
s896,Hamid,9.16,2018,R,108,"Dramas, Independent Movies, International Movies"
s897,Superlopez,8.83,2018,R,108,"Action & Adventure, Comedies, International Movies"
s898,The Dirt,3.1,2019,R,108,"Comedies, Dramas, Music & Musicals"
s899,Bombairiya,6.88,2018,R,108,"Comedies, Dramas, International Movies"
s900,Master Z: The Ip Man Legacy,7.67,2018,PG-13,108,"Action & Adventure, International Movies"
s901,The 3rd Eye,5,2018,R,108,"Horror Movies, International Movies"
s902,Kid Kulafu,6.21,2015,PG-13,108,"Dramas, International Movies, Sports Movies"
s903,Pickpockets,6.04,2017,R,108,"Dramas, Independent Movies, International Movies"
s904,Holy Camp!,6.25,2017,R,108,"Comedies, Dramas, Faith & Spirituality"
s905,Step Sisters,9.03,2018,PG-13,108,Comedies
s906,Strong Island,1.82,2017,R,108,Documentaries
s907,To the Bone,3.62,2017,R,108,"Dramas, Independent Movies"
s908,The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,7.52,2016,R,108,"Comedies, International Movies"
s909,Congo,9.33,1995,PG-13,108,"Action & Adventure, Thrillers"
s910,The Reconquest,6.21,2016,R,108,"Dramas, International Movies, Romantic Movies"
s911,Hire a Woman,5.39,2019,PG-13,108,"Comedies, International Movies, Romantic Movies"
s912,The Siege of Jadotville,6.78,2016,R,108,"Action & Adventure, Dramas, International Movies"
s913,Ip Man 2,8.74,2010,R,108,"Action & Adventure, International Movies"
s914,Talladega Nights: The Ballad of Ricky Bobby,7.75,2006,PG-13,108,"Action & Adventure, Comedies, Sports Movies"
s915,A Scandall,9.08,2016,R,108,"International Movies, Thrillers"
s916,A Thin Line Between Love & Hate,9.8,1996,R,108,"Comedies, Romantic Movies"
s917,Gagarin: First in Space,8.96,2013,PG-13,108,"Dramas, International Movies"
s918,Biggie & Tupac,1.73,2002,R,108,"Documentaries, Music & Musicals"
s919,Casino Tycoon 2,7.47,1992,R,108,"Action & Adventure, Dramas, International Movies"
s920,Cat on a Hot Tin Roof,5.2,1958,NR,108,"Classic Movies, Dramas"
s921,Click,3.62,2006,PG-13,108,"Comedies, Sci-Fi & Fantasy"
s922,Dante's Peak,6.92,1997,PG-13,108,Action & Adventure
s923,Devil's Bride,4.75,2016,R,108,"Dramas, International Movies"
s924,Employee of the Month,8.33,2006,PG-13,108,"Comedies, Romantic Movies"
s925,Ex Machina,6.42,2015,R,108,"Dramas, Independent Movies, International Movies"
s926,Ice Guardians,7.93,2016,R,108,"Documentaries, International Movies, Sports Movies"
s927,Imagine That,7.93,2009,PG,108,"Children & Family Movies, Comedies, Sci-Fi & Fantasy"
s928,Legend of the Naga Pearls,7.23,2017,R,108,"Action & Adventure, International Movies, Sci-Fi & Fantasy"
s929,Butterfield 8,9.18,1960,PG-13,108,"Classic Movies, Dramas, Romantic Movies"
s930,Broken,6.32,2019,PG-13,108,"Dramas, International Movies, Romantic Movies"
s931,"Lock, Stock and Two Smoking Barrels",7.24,1998,R,108,"Action & Adventure, Comedies, Independent Movies"
s932,Break Ke Baad,3.91,2010,PG-13,108,"Comedies, International Movies, Music & Musicals"
s933,BNK48: Girls Don't Cry,4.78,2018,PG-13,108,"Documentaries, International Movies, Music & Musicals"
s934,My True Friend,8.92,2012,R,108,"Action & Adventure, Dramas, International Movies"
s935,Neruda,6.97,2016,R,108,"Dramas, International Movies"
s936,The Four Seasons,8.23,1981,PG,108,"Comedies, Romantic Movies"
s937,Between Maybes,5.75,2019,PG-13,108,"Dramas, International Movies, Romantic Movies"
s938,Painted Faces,1.18,1988,PG,108,"Dramas, International Movies"
s939,People You May Know,6.92,2016,R,108,"Dramas, LGBTQ Movies"
s940,Phamous,8.65,2018,R,108,"Dramas, International Movies, Thrillers"
s941,Planetarium,5.1,2016,R,108,"Dramas, International Movies"
s942,Banana Island Ghost,6.03,2017,PG-13,108,"Comedies, International Movies"
s943,Sword Master,7.44,2016,R,108,"Action & Adventure, Dramas, International Movies"
s944,Temporada de Caza,1.5,2017,R,108,"Dramas, International Movies"
s945,The Informant!,7.64,2009,R,108,"Comedies, Dramas"
s946,The Other Guys,9.65,2010,PG-13,108,"Action & Adventure, Comedies"
s947,The Trip to Spain,7.42,2016,R,108,Comedies
s948,"To Wong Foo, Thanks for Everything! Julie Newmar",3.37,1995,PG-13,108,"Comedies, Cult Movies, LGBTQ Movies"
s949,True to the Game,3.17,2017,R,108,Dramas
s950,Under The Skin,9.01,2013,R,108,"Dramas, Independent Movies, International Movies"
s951,Welcome to New York,6.23,2014,R,108,"Dramas, Independent Movies"
s952,Tik Tok,9.5,2016,PG-13,108,"Dramas, International Movies, Thrillers"
s953,Three Thieves,9.55,2019,PG-13,108,"Comedies, International Movies"
s954,Ojukokoro: Greed,1.75,2016,R,108,"Dramas, International Movies, Thrillers"
s955,An Unfinished Life,7.6,2005,PG-13,108,Dramas
s956,Any Crybabies Around?,8.39,2020,R,108,"Dramas, International Movies"
s957,Dear John,8.89,2010,PG-13,108,"Dramas, Romantic Movies"
s958,Dogwashers,5.66,2021,R,108,"Comedies, Dramas, International Movies"
s959,The World We Make,8,2019,PG,108,"Dramas, Romantic Movies"
s960,A Monster Calls,5.17,2016,PG-13,108,"Dramas, Sci-Fi & Fantasy"
s961,The Little Wars,7.49,1982,PG-13,108,"Dramas, Independent Movies, International Movies"
s962,Funny Boy,5.77,2020,R,109,"Dramas, LGBTQ Movies"
s963,Effie Gray,5.91,2014,PG-13,109,"Dramas, International Movies, Romantic Movies"
s964,The CEO,6.83,2016,PG-13,109,"Dramas, International Movies, Thrillers"
s965,The Cakemaker,7.16,2017,PG-13,109,"Dramas, Independent Movies, International Movies"
s966,When Love Happens,8.12,2014,PG-13,109,"International Movies, Romantic Movies"
s967,Sex Drive,5.37,2008,R,109,Comedies
s968,"Take the Ball, Pass the Ball",7.52,2018,R,109,"Documentaries, International Movies, Sports Movies"
s969,Alexandria: Again and Forever,5.91,1989,R,109,"Classic Movies, Dramas, International Movies"
s970,Shanghai,7.87,2012,PG-13,109,"Dramas, Independent Movies, International Movies"
s971,Zaki Chan,8.19,2005,PG,109,"Comedies, International Movies, Romantic Movies"
s972,Fan of Amoory,4.4,2018,G,109,"Children & Family Movies, Dramas, International Movies"
s973,Ekşi Elmalar,8.69,2016,PG,109,"Dramas, International Movies"
s974,We Are Legends,6.68,2019,PG-13,109,"Action & Adventure, International Movies, Sports Movies"
s975,Ultras,8.83,2020,R,109,"Dramas, International Movies, Sports Movies"
s976,All The Bright Places,7.16,2020,R,109,"Dramas, Romantic Movies"
s977,Pelé,7.42,2021,PG-13,109,"Documentaries, International Movies, Sports Movies"
s978,Noblemen,8.24,2019,R,109,"Dramas, Independent Movies, International Movies"
s979,Hasta los dientes,5.09,2018,R,109,"Documentaries, International Movies"
s980,War Chhod Na Yaar,8.27,2013,PG-13,109,"Comedies, Dramas, International Movies"
s981,"Oh, Ramona!",8.09,2019,R,109,"Comedies, International Movies"
s982,Life Ki Toh Lag Gayi,6.55,2012,R,109,"Action & Adventure, Comedies, Dramas"
s983,Line Walker,5.43,2016,R,109,"Action & Adventure, Dramas, International Movies"
s984,Main aurr Mrs. Khanna,5.45,2009,PG-13,109,"International Movies, Music & Musicals, Romantic Movies"
s985,Life's Speed Bump,9.62,2006,PG-13,109,"Comedies, International Movies"
s986,Garbage,8.45,2018,R,109,"Dramas, Independent Movies, International Movies"
s987,Manhunt,5.64,2017,R,109,"Action & Adventure, International Movies"
s988,Forgotten,6.78,2017,R,109,"Dramas, International Movies, Thrillers"
s989,Seoul Searching,7.96,2015,R,109,"Comedies, Dramas, International Movies"
s990,Initial D,4.3,2005,PG-13,109,"Action & Adventure, International Movies"
s991,Lens,5.22,2015,R,109,"Dramas, Independent Movies, International Movies"
s992,100 Meters,6.18,2016,R,109,"Dramas, International Movies, Sports Movies"
s993,A Heavy Heart,9.45,2015,R,109,"Dramas, Independent Movies, International Movies"
s994,Very Big Shot,5.05,2015,R,109,"Comedies, Dramas, International Movies"
s995,No Strings Attached,6.01,2011,R,109,"Comedies, Romantic Movies"
s996,Hattrick,9.8,2007,PG-13,109,"Comedies, Dramas, International Movies"
s997,The Do-Over,3.7,2016,R,109,"Action & Adventure, Comedies"
s998,"10,000 B.C.",6.31,2008,PG-13,109,Action & Adventure
