user_id,movie_ids
253,"s3920,s1946,s3824,s2207,s3186,s107,s2788,s5056,s3907,s4336,s5780,s5150,s5567,s1611,s857,s5614,s4152,s2066,s1443,s1383,s1855,s3046,s5836,s846,s65,s1718,s3950,s777,s3487,s2625,s5122,s4734,s2624,s3135,s1741,s4992,s1950,s5860,s2323,s1614,s3877,s1780,s512,s6021,s3449,s4911,s5773,s4727,s2206,s1511,s4729,s799,s4943,s1204,s2782,s4384,s1288,s3232,s1813,s6043,s1161,s2149"
254,"s1094,s5629,s5552,s1844,s6093,s4814,s2670,s3223,s2602,s1568,s1403,s1363,s4313,s4061,s5979,s5674,s1233,s1119,s4534,s5402,s4769,s3123,s3386,s4153,s5154,s2360,s5195,s332,s5935,s2594,s6005,s2772,s251,s1442,s640,s4100,s3774,s4773,s4876,s2486,s3049,s320,s850,s6070,s4104,s1901,s356,s5285,s5821,s3794,s3060,s4282,s2824,s5702,s4860,s2291,s5041,s1188,s3293,s2215,s2494,s4824,s4217,s164,s1229,s570,s1045,s3045,s2354,s1010,s552,s84,s3648,s3572,s6038,s184,s3690,s3228,s2472,s126,s3833,s6064,s3422,s4294,s2825,s5827,s1842,s2481,s571,s3909,s4422,s3302,s5198,s5097,s5161,s5071,s4669,s3796,s5973,s3132,s5838,s991,s4760,s4830,s2180,s3486,s458,s5602,s4088,s142,s5922,s4864,s5166,s2530,s2976,s2770,s2404,s566,s671,s2023,s2771,s1101,s5127,s2600,s3650,s1150,s470,s1432,s1406,s5610,s4436,s4849,s141,s3954,s2115,s1085"
255,"s956,s4235,s499,s5209,s2721,s288,s453,s2439,s485,s5463,s731,s198,s2012,s5930,s3215,s685,s2173,s2104,s973,s511,s4050,s5375,s4379,s5871,s36,s791,s5469,s2376,s2614,s3817,s5423,s2607,s5775,s3663,s5678,s1822,s3909,s4373,s858,s1244,s4048,s4834,s320"
256,"s2391,s4799,s3977,s127,s1556,s5581,s5550,s4094,s3169,s1781,s5328,s4839,s4734,s1928,s3138,s5839,s2934,s2614,s1296,s3387,s3156,s4658,s5334,s2952,s5001,s3100,s124,s1877,s3501,s654,s3026,s3142,s4907,s783,s1550,s3571,s2355,s1362,s2255,s3044,s704,s5388,s735,s1512,s5172,s3276,s2073,s4760,s3853,s3787,s1205,s916,s1818,s3902,s2698,s247,s1965,s2165,s5044,s2763,s4151,s358,s1152,s5246,s2833,s4301,s2345,s494,s5398"
257,"s5593,s4328,s1256,s185,s2589,s5766,s5267,s124,s1631,s1963,s1266,s2522,s3120,s2252,s1453,s3690,s4839,s69,s3147,s622,s4173,s3995,s1990,s4695,s4682,s4557,s2417,s3644,s223,s3510,s3836,s2018,s3363,s3228,s5431,s3859,s1699,s4948,s5001,s4438,s1638,s5306,s830,s777,s2885,s6087,s426,s2179,s1228,s3056,s2556,s3971,s454,s5511,s4609,s5679,s3475,s2626,s4565,s3025,s4096,s3220,s1320,s5249,s2229,s547,s16,s4042,s5865,s2381,s1794,s4911,s5869,s1539,s4375,s3353,s955,s4796,s58,s1567,s1752,s3750,s2478,s1940,s2607,s4124,s3849,s5563,s779,s756,s449,s4581,s2098,s3432,s530,s880,s4753,s4197,s4653,s527,s3161,s2575,s3502,s3300,s3000,s3287,s3850,s2751,s6044,s1074,s2720,s2639,s5682,s4663,s575,s4036,s3727,s2875,s4841,s2183,s1497,s4060,s573,s509,s5206,s3412,s2991,s2199,s3719,s313,s1919,s732,s1974,s5556,s327,s4698,s1242,s472,s3184,s1863,s2961,s237,s3309,s2041,s2340,s4995,s1218,s3525,s3932,s1034,s210,s1306,s2803,s3275,s1842,s3130,s4991,s994,s5688,s2978,s3674,s4324,s3758,s997,s3474,s5753,s3126,s2063,s5722"
258,"s5241,s5431,s3038,s3725,s3286,s3913,s3242,s2945,s2000,s2153,s5826,s996,s207,s3406,s4871,s1621,s5044,s1639,s2948,s3779,s732,s5503,s5694,s2823,s881,s5488,s437,s701,s5806,s1171,s5445,s4575,s1849,s1781,s985,s4726,s5335,s1603,s4541,s1445,s6020,s3411,s1685"
259,"s4258,s4748,s4898,s2599,s828,s158,s1315,s4383,s5793,s5465,s740,s667,s3379,s254,s1298,s2359,s3962,s6098,s2559,s1801,s1932,s457,s4811,s3161,s244,s2303,s4930,s366,s1020,s3131,s1728,s32,s1106,s607,s4542,s3580,s3375,s2682,s238,s1117,s3842,s2712,s1394,s1263,s4723,s5415,s1378,s3844,s1519,s5440,s959,s5323,s5452,s4023,s3382,s5778,s1872,s3789,s538,s1360,s4779,s3872,s2428,s83,s3362,s1832,s661,s3506,s2742,s4969,s1528,s2358,s2583,s1422,s1416,s4404,s3640,s521,s2108,s1322,s1372,s4255,s2399,s2335,s2575,s4628,s519,s4656,s5766,s2213,s6032,s4007,s762,s2192,s4113,s2793,s2736,s2105,s2421,s4256,s2960,s361,s4026,s3059,s2867,s1927,s4439,s3982,s4585,s5769"
260,"s5364,s200,s1312,s65,s3210,s1310,s2925,s6037,s6005,s3060,s4475,s2870,s3159,s4514,s2783,s5765,s3969,s5496,s962,s866,s1580,s221,s1114,s3235,s4037,s2486,s2691,s901,s1191,s2468,s5881,s1981,s3615,s1563,s232,s3570,s5923,s4593,s4640,s610,s5074,s3595,s1343,s2301,s4254,s3725,s488,s5087,s2205,s4124,s6015,s5229,s5221,s4376,s1278,s1321,s2628,s1055,s1932,s2450,s5689,s2907,s1115,s207,s3231,s1476,s823,s3130,s2346,s5400,s315,s1422,s616,s540,s2693,s4964,s4097,s4934,s1925,s2868,s445,s2087,s1662,s103,s4471,s642,s4070,s975,s825,s2859,s1180,s1965,s4799,s2470,s3667,s3791,s2655,s1254,s3542,s4276,s625,s641,s2197,s6054,s2977,s5205,s3284,s3787,s2182,s2770,s1863,s4664,s1759,s2209,s734,s1259,s5404,s5645,s6011,s2179,s2786,s4284,s5636,s2255,s894,s2428,s438,s1619,s1729"
261,"s4475,s1010,s3175,s4165,s3108,s4546,s5104,s2982,s3956,s2711,s2293,s3954,s4534,s128,s3261,s4737,s2120,s5913,s1878,s5887,s1749,s3381,s2914,s2782,s1058,s208,s2934,s903,s3566,s515,s5810,s1919,s2598,s82,s6096,s1089,s1374,s3043,s1271,s5577,s4272,s4505,s4583,s4435,s5187,s4097,s195,s303,s3120,s1129,s4699,s584,s2866,s98,s333,s5066,s1549,s1748,s978,s3205,s3702,s986,s3173,s5787,s5753,s3887,s5325,s2118,s3982,s4236,s5858,s3035,s1383,s2163,s3909,s305,s2679,s1139,s3504,s2911,s3880,s4158,s4118,s4792,s5224,s2403,s4529,s4224,s3126,s5403,s3388,s848,s536,s2715,s624,s1434,s619,s4216,s4595,s4939,s573,s4515,s1966,s2129,s2004,s2359,s1847,s2112,s2156,s2998,s971,s9,s5273,s3512,s3865,s3633,s4202,s764,s379,s5651,s2542,s4590,s1943,s2610,s187,s1978,s3857,s3642,s4958,s967,s5639,s1821,s3853,s766,s1804,s5278,s3385,s2703,s5779,s6104,s5721,s4161,s5437,s611,s847,s2500,s1736,s846,s5877,s3068,s1900,s1256,s2464,s6002,s4821,s3978,s5425,s2360,s457,s5431,s5769,s876,s698,s4166,s2202,s725,s2702,s4725"
262,"s1722,s5829,s2945,s1133,s5002,s2573,s1489,s5953,s3480,s4789,s3164,s5765,s2342,s1427,s5401,s1378,s1851,s3240,s5136,s1170,s5317,s5996,s5406,s4427,s5248,s4086,s367,s511,s4322,s1544,s4297,s4612,s1953,s3200,s2436,s569,s260,s940,s3761,s1971,s6025,s1524,s2145,s1632,s4201,s4625,s677,s5844,s5067,s4750,s2078,s678,s5542,s6044,s3351,s90,s3012,s169,s3934,s2885,s2538,s729,s5345,s1923,s1780,s1714,s2081,s5261,s621,s785,s4377,s3676,s5970,s5748,s5150,s1451,s3060,s741,s2660,s2572,s4866,s3570,s3613,s6047,s5235,s5893,s4710,s1317,s1472,s4013,s1840,s5673,s4437,s2833,s1991,s3191,s5393,s1688,s1401,s803,s465,s750,s1422,s5112,s1497,s5886,s4663,s697,s3547,s658,s3052,s4972,s3357,s3382,s4359,s715,s4233,s5651,s2832,s98,s4448,s521,s4287,s5007,s753,s5722,s1045,s5071,s5618,s4553,s5872,s3988,s5431,s1461,s5862,s5281,s1411,s3772,s6078,s5567,s3524,s3336,s3202,s5943,s4156,s4312,s5354,s1636,s5211,s2154,s5695,s4644,s4138,s5196,s519,s4217,s4482,s2406,s2703,s2150,s1031,s5259,s1019,s3358,s5917,s2463,s1135,s398,s6076,s2318,s1938,s5179,s2113,s5876,s1241,s4708"
263,"s4448,s5776,s5012,s4121,s5223,s1683,s1908,s5974,s1501,s2798,s818,s5981,s3058,s5600,s2004,s5483,s5531,s2485,s1018,s4402,s2588,s2685,s4135,s1818,s1813,s5042,s715,s5091,s371,s2274,s5864,s3595,s2916,s3141,s4239,s2941,s5122,s1894,s4516,s1282,s1020,s2283,s2540,s2340,s424,s1374,s2273,s3486,s3129,s6026,s4943,s721,s2623,s5968,s506,s2886,s5851,s4751,s2665,s2936,s1210,s4211,s1667,s5365,s738,s1738,s3551,s1047,s720,s4247,s3717,s2008,s3321,s5542,s1735,s5374,s3279,s3471,s2300,s3296,s5344,s2115,s2107,s5010,s702,s5884,s873,s3451,s855,s5728,s2106,s3722,s5577,s5859,s452,s2922,s4417,s4131,s750,s4681,s90,s3887,s5065,s1468,s4479,s325,s3453,s2852,s3896,s1194,s403,s5026,s5116,s3614,s248,s5931,s3025,s1149,s5409,s4052,s3250,s5692,s5529,s5426,s3216,s5882,s5423,s3163,s1428,s1070,s5074,s1093,s2477,s3529,s4404,s1437,s2315,s4069,s4331,s1060,s3270,s1390,s4928,s2909,s4841,s5539,s2207,s3610,s2114,s4610,s5800,s2225"
264,"s2955,s2728,s1370,s4294,s318,s401,s3509,s6081,s365,s3522,s333,s4398,s1343,s5038,s5932,s787,s4607,s4524,s5274,s4640,s1556,s5602,s4310,s2869,s1983,s4526,s1286,s2925,s3583,s3025,s4432,s2756,s2023,s3735,s4714,s855,s4539,s1097,s957,s3904,s910,s4658,s2153,s1666,s2053,s5865,s142,s3653,s1403,s2769,s2294,s5931,s276,s3406,s1379,s2295,s3622,s1917,s5764,s324,s2219,s2469,s3926,s2894,s5685,s221,s4457,s496,s3345,s2485,s5556,s2525,s390,s2797"
265,"s1763,s1696,s5633,s129,s1332,s437,s4500,s4693,s3316,s2293,s887,s2058,s5191,s5164,s1797,s1609,s3457,s2382,s519,s1529,s1373,s5034,s3000,s3585,s2713,s5874,s1391,s5856,s194,s5671,s1215,s5432,s5661,s1378,s2069,s3509,s5889,s4078,s2742,s1479,s1580,s5795,s1328,s5248,s343,s1616,s1913,s3372,s5702,s4882,s2538,s5171,s693,s1087,s3379,s5655,s5263,s1566,s4192,s1530,s3312,s5320,s208,s6047,s1012,s5071,s4978,s1368,s47,s3566,s3321,s5946,s230,s689,s5958,s4753,s4367,s1050,s2715,s51,s2942,s2946,s4378,s2001,s5174,s5247,s4861,s4457,s4148,s5694,s4609,s1772,s532,s1250,s3849,s1109,s5825,s2310,s4900,s4682,s2065,s1001,s4555,s1067,s505,s967,s1263,s3712,s5260,s342,s3376,s346,s2223,s2956,s1901,s5385,s2490,s3450,s4468,s5371,s1768,s2233,s4233,s368,s3489,s5373,s3100,s1190,s4767,s1992,s4072,s4983"
266,"s1345,s2397,s3594,s1033,s4870,s3380,s4926,s1367,s1810,s3913,s1641,s1543,s5229,s5041,s5488,s3561,s946,s302,s4994,s5980,s4155,s3684,s4633,s175,s5889,s5293,s1877,s2964,s1977,s1108,s4917,s1335,s4380,s1109,s3217,s4883,s1038,s4129,s1522,s2627,s5643,s2754,s1510,s1452,s5531,s2315,s5201,s1656,s3600,s5213,s3069,s4521,s3175,s4292,s6057,s845,s4595,s632,s5535,s5512,s2245,s5742,s5573,s4090,s1426,s3396,s3783,s3767,s5490,s521,s5965,s5092,s5546,s3099,s4783,s161,s6040,s1885,s3402,s2735,s1709,s1486,s4199,s5116,s4268,s5217,s897,s3557,s3386,s2366,s1412,s3187,s748,s3507,s333,s4679"
267,"s1339,s2201,s1089,s1259,s5689,s2482,s1675,s4517,s5421,s3144,s5813,s5679,s2711,s3289,s4367,s5372,s1320,s5964,s4745,s1318,s143,s3851,s4671,s2294,s815,s1386,s2179,s152,s25,s1756,s5312,s4078,s671,s3853,s5132,s5497,s600,s242,s1405,s2284,s3117,s5546,s3170,s5411,s914,s675,s3073,s6098,s2597,s1930,s411,s5623,s4278,s3486,s4216,s2816,s5809,s3647,s5727,s5820,s138,s771,s3468,s5528,s2524,s670,s3189,s5493,s3502"
268,"s447,s1681,s3586,s340,s3980,s2966,s4352"
269,"s5819,s4215,s1395,s1999,s4529,s5861,s3823,s3584,s5909,s2445,s2167,s667,s4156,s2234,s5067,s1291,s4663,s196,s2135,s456,s2321,s1790,s3481,s1451,s1014,s5245,s2817,s3741,s1772,s1065,s5262,s3602,s4859,s5039,s4739,s1166,s1370,s4151,s5214,s2348,s2694,s2394,s1540,s2685,s2396,s1186,s5479,s5906,s4974,s2527,s255,s1025,s2199,s2630,s1878,s3933,s2140,s1938,s5850,s993,s3065,s1383,s2082,s3421,s3868,s3348,s4484,s4816,s5283,s4729,s1026,s2439,s2656,s5301,s4166,s1911"
270,"s3257,s2201,s1841,s2522,s5108,s606,s3542,s3815,s6084,s5052,s1542,s1547,s5980,s2915,s1861,s1266,s3339,s5752,s3626,s5199,s4641,s5926,s2606,s2020,s5858,s935,s3526,s919,s1683,s1636,s2585,s1790,s3340,s4790,s5143,s643,s4445,s841,s1174,s2701"
271,"s6107,s1082,s6096,s52,s4668,s1240,s6051,s609,s3411,s5668,s4691,s3003,s317,s1483,s4666,s1987,s1473,s266,s5305,s976,s3944,s664,s2826,s3510,s355,s3071,s1787,s5115,s2461,s3469,s4730,s947,s1167,s1301,s4795,s3182,s496,s5090,s4026,s1665,s3720,s652,s458,s3991,s85,s2960,s2052,s2122,s3912,s2434,s871,s4928,s1581,s4557,s4226,s5848,s236,s907,s2914,s309,s4317,s3580,s5244,s5297,s238,s4052,s4855,s3471,s685,s2126,s5417,s998,s737,s4309,s2779,s2605,s3771,s3844,s924,s2485,s1899,s6038,s2227,s2077,s573,s4773,s3447,s1674,s6094,s3512,s4110,s3228,s3945,s1801,s3962,s5371,s5370,s5683,s3186,s5078,s332,s5482,s2549,s3543,s479,s739,s2274,s2713,s3175,s4457,s5732,s5611,s2082,s1747,s5773,s5916,s2465,s5346,s841,s1885,s632,s258,s3703,s5798,s4075,s4526,s2124,s2723,s2072,s1486,s5981,s1605,s6005,s3801,s763,s2717,s4283,s260,s3883,s1169,s3100,s1869,s6030,s1653,s1113,s1191,s4839,s1438,s4804,s3339,s4545,s2941,s2210,s990,s5768,s130,s4338,s561,s1702,s5608,s4212,s4265,s4609,s2163,s1690,s2141,s690,s910,s610,s2650,s1368,s5314,s432,s3674,s862,s1835,s5972,s3870,s3500,s454,s1181"
272,"s2347,s1985,s690,s2437,s1834,s5269,s3884,s2367,s1896,s2115,s5937,s3582,s459,s2510,s3623,s4019,s425,s368,s1372,s5714,s5792,s5723,s5054,s5303,s5712,s2963,s4537,s5144,s953,s1907,s2923,s5987,s285,s1891,s4388,s3666,s4333,s2918,s353,s2844,s634,s4643,s782,s4443,s1903,s1753,s3183,s1,s5052,s4993,s1980,s1898,s987,s5397,s5117,s2686,s3593,s5300,s744,s2255,s1631,s3657,s1491,s4425,s5828,s2946,s2331,s3491,s956,s5423,s3412,s4560,s5160,s5456,s3789,s3810,s1064,s5870,s5831,s1373,s4728,s1718,s1565,s1033,s3293,s4417,s5524,s3669,s5827,s5016,s3396,s1783,s3502,s4473,s2768,s44,s1414,s105,s3888,s424,s2418,s5678,s4362,s308,s3695,s4254,s5905,s5151,s5091,s1949,s945,s1131,s1266,s4562,s2525,s829,s4796,s4469,s4048,s742,s3107,s3780,s5727,s4415,s1235,s3986,s3082,s3012,s4607,s5512,s5523,s1410,s1263,s4071,s3697,s2903,s1799,s2640,s381,s3149,s652,s1284,s1247,s4463,s1797,s1121,s204,s5625,s5919"
273,"s4681,s825,s3207,s4929,s4001,s159,s141,s1186,s4949,s2123,s1921,s5022,s415,s5282,s4279,s2745,s1410,s2826,s743,s2315,s2682,s4006,s2729,s2275,s6035,s4431,s4752,s2712,s5613,s185,s4263,s1674,s4959,s67,s2016,s5390,s398,s5105,s4261,s2188,s840,s466,s4193,s5753,s4787,s1641,s4250,s6053,s2979,s2475,s4857,s4676,s4584,s4869,s1928,s5862,s5117,s723,s842,s2004,s4332,s2948,s2886,s2554,s3775,s4626,s4697,s609,s1335,s2335,s3668,s3410,s1042,s879,s694,s4780,s4692,s4404,s2573,s5680,s5210,s3865,s3642,s719,s2263,s1079,s1669,s348,s4417,s4159,s5322,s2679,s4309,s3182,s3532,s1401,s4782,s5970,s4391,s1321,s3721,s5435,s2244,s3832,s1979,s2201,s5036,s3766,s4524,s3365,s5542,s309,s4239,s3792,s1144"
274,"s5100,s4890,s1363,s5242,s1797,s63,s6085,s173,s4790,s424,s5279,s4658,s3666,s2729,s1733,s127,s2794,s1550,s2732,s968,s962,s4597,s1335,s4220,s4840,s2385,s3123,s4080,s368,s4608,s2365,s4021,s860,s5307,s1283,s4248,s5356,s2668,s4888,s79,s5256,s1235,s4231,s2652,s5018,s5933,s1838,s1100,s2225,s1204,s3804,s2579,s2610,s2213,s1540,s5297,s4143,s3667,s1190,s4342,s5527,s3152,s2728,s416,s6005,s4136,s318,s3265,s4587,s1859,s4250,s3950,s2270,s3108,s1207,s2132,s3401"
275,"s4640,s1165,s6049"
276,"s815,s1318,s5461,s1987,s742,s4548,s2360,s2642,s2058,s6009,s3924,s318,s250,s5040,s1850,s1693,s5224,s873,s237,s4684,s2549,s1574"
277,"s4127,s4651,s2803,s2668,s2736,s3638,s597,s4951,s1630,s3305,s508,s1215,s4522,s4832,s489,s5152,s2841,s769,s5755,s4100,s2474,s954,s1123,s661,s3055,s4189,s6088,s5430,s3768,s2500"
278,"s4018,s4795,s4644,s1432,s5645,s1428,s5550,s1061,s741,s93,s631,s6096,s2321,s3713,s802,s3522,s2308,s598,s2721,s718,s1811,s2247,s2679,s2402,s3446,s5100,s1504,s4850,s1329,s3997,s3912,s1426,s1092,s2207,s2600,s1948,s3330,s3765,s856,s3570,s2739,s5028,s5815,s1812,s4869,s4196,s1395,s1314,s3584,s2607,s3534,s1424,s828,s1933,s5,s2404,s1193,s4751,s1053,s1453,s2227,s1884,s3636,s4295,s2621,s3607,s4283,s2174,s3603,s4404,s872,s3744,s2542,s2199,s5907,s4612,s4989,s208,s3058,s2587,s2952,s4143,s3297,s54,s1767,s5351,s3877,s773,s2208,s5683,s1863,s3714,s4917,s2470,s2886,s3882,s4960,s4,s3583,s1683,s2104,s3306,s2040,s4423,s457,s4190,s5715,s982,s5982,s3163,s397,s2920,s3128,s5381,s1636,s3520,s5797,s3088,s5962,s4224,s5775,s633,s3736,s3841,s177,s1346,s686,s4890,s5175,s2694,s2304,s3389,s4351,s3532,s4780,s1084,s643,s2603,s1512,s1847,s4772,s2274,s243,s905,s5032,s257,s6100,s354,s1656,s5618,s3060,s3689,s2120,s529,s854,s3117,s2993,s273,s2129,s2549,s2257,s6067,s3049,s1787,s4910,s3529,s3323,s1906,s5819,s2003,s5904,s23,s2880,s1574,s395,s213,s6065,s5482,s1761,s2028,s4548,s3284,s4778,s971"
279,"s2486,s5082,s5009,s2510,s3565,s3254,s5515,s5280,s5490,s1703,s402,s806,s2717,s4967,s2635,s3910,s246,s3691,s2038,s5886,s3646,s331,s2444,s4138,s4923,s1256,s4305,s4040,s594,s2156,s2349,s5119,s4124,s5977,s2653,s601,s1822,s5230,s4612,s2362,s2930"
280,"s403,s3114,s5574,s271,s4635,s5512,s1622,s2536,s2532,s4465,s3203,s4728,s880,s1085,s1746,s2410,s4038,s1593,s268,s3091,s1132,s3917,s330,s149,s5247,s5549,s5042,s4604,s5986,s5138,s2156,s5498,s5251,s2846,s1477,s4873,s3061,s1909,s2828,s3512,s5823,s1459,s5391,s1816,s3064,s2726,s3397,s427,s1306,s71,s6046,s384,s1880,s865,s1127,s6072,s3972,s5153,s266,s2627,s531,s3043,s1580,s857,s4099,s2444,s2718,s307"
281,"s1219,s2973,s4414,s5068,s3821,s29,s381,s3087,s3729,s1337,s5587,s991,s4295,s3826,s574,s1512,s5397,s1824,s4465,s91,s874,s1402,s5606,s1780,s3110,s4652,s2341,s757,s1195,s378,s1260,s5195,s5886,s3164,s4142,s4402,s6026,s328,s1934,s1983,s2624,s4389,s949,s2137,s4982,s5836,s2204,s1197,s641,s962,s4952,s3734,s4909,s158,s1779,s5712,s1872,s702,s1516,s1061,s2087,s4306,s5047,s2892,s5616,s4493,s2394,s3584,s5632,s4680,s3539,s1360,s1785,s918,s5262,s3250,s1891,s2048,s3093,s1114,s3286,s3562,s382,s3604,s2530,s4697,s522,s731,s1648,s3118,s5000,s3388,s4434,s5239,s5837,s4088,s4882,s5417,s3079,s4115,s4593,s809,s5722,s2916,s679,s143,s2472,s5757,s1340,s982,s2267,s4125,s1361,s946,s481,s4786,s2092,s5009,s5406,s3244,s4205,s3871,s4334,s1370,s1135,s1680,s5557,s5623,s2502,s2425,s5832,s1434,s5861,s5568,s3785,s3872,s4568,s3002,s2442,s2934,s1207,s4263,s3006,s593,s672,s2767,s6101,s1895,s3407,s1137,s4054,s813,s1075,s2615,s3572,s2910,s3642,s1749,s5913,s5117,s23,s4424,s2965,s3291,s51,s2640,s1378,s3427,s586,s187,s3310"
282,"s563,s1142,s4458,s3977,s919,s449,s1372,s2363,s391,s1551,s1955,s1853,s3928,s4867,s5186,s2805,s5073,s5121,s5476,s3335,s8,s3651,s3022,s1183,s4841,s1349,s694"
283,"s175,s5308,s4430,s5440,s4837,s3828,s3245,s3513,s6064,s4885,s3816,s4032,s878,s1849,s3881,s2264,s1781,s4737,s5608,s4795,s3316,s5970,s2030,s5768,s776,s3672,s5382,s2585,s3553,s3383,s3262,s4761,s3509,s3949,s2316,s3438,s1039,s4351,s1643,s5781,s2902,s3619,s5784,s2845,s1097,s2234,s1328,s5337,s375,s4288,s5773,s66,s602,s4013,s3032,s3700,s1713,s4370,s4890,s2500,s4692,s5842,s2666,s2567,s50,s1496,s4119,s4498,s952,s5837,s5450,s2295,s5174,s5919,s4154,s5767,s5638,s3544,s2648,s513,s2970,s4022,s363,s3385,s3202,s4212,s5282,s3972,s2890,s1584,s2173,s1969,s3897,s3723,s2355,s5133,s5883,s4844,s4278,s1416,s2288,s676,s5718,s4439,s5232,s4611,s6031,s2411,s4464,s4460,s181,s4229,s2762,s1740,s1115,s2257,s5496,s2802"
284,"s103,s5647,s2832,s5976,s3410,s4188,s544,s1679,s1761,s5751,s5150,s4515,s5985,s754,s5094,s4782,s324,s299,s4956,s4398,s1760,s1690,s3192,s2369,s4224,s1635,s1159,s4023,s5201,s556,s4719,s782,s4073,s1594,s5715,s2422,s4238,s5762,s5237,s5596,s5083,s5258,s1456,s5864,s2476,s2918,s3668,s5130,s4565,s4318,s4862,s5163,s4120,s5828,s2191,s1861,s879,s3845,s2829,s5907,s4487,s3913,s1131,s5839,s5539,s2766,s5497,s3047,s169,s5352,s4082,s1636,s649,s5050,s5862,s6011,s1773,s5737,s5298,s1163,s3871,s1934,s3376,s4644,s1393,s5482,s2284,s2975,s1928,s1118,s5210,s2077,s3276,s2255,s5245,s2768,s2019,s4966,s145,s1396,s495,s4058,s5259,s1935,s1640,s4795,s359,s5803,s3685,s830,s1473,s2777,s539,s2155,s4779,s716,s4112,s1694,s3050,s1221,s769,s843,s1941,s3445,s3989,s2931,s3147,s6104,s4664,s4290,s5812,s783,s4363,s2663,s3119,s3960,s313,s4516,s4265,s2431,s3433,s1749,s83,s1937,s3358,s201,s2719,s5308,s191,s5003,s3904,s1593,s4772,s765,s1094,s1004,s2092,s6042,s2374,s5249,s5309,s2061,s3840,s1512,s3765,s3472"
285,"s2322,s791,s2941,s3741,s3162,s4367,s1088,s3840,s6084,s1101,s1366,s1422,s1298,s2368,s261,s2735,s2931,s4865,s4144,s4646,s3320,s4177,s691,s5833,s997,s6077,s2384,s4029,s5671,s1555,s2016,s421,s4965,s4795,s4048,s299,s1960,s4047,s5449,s812,s564,s4352,s3551,s2635,s4663,s6103,s1235,s159,s5543,s1686,s1993,s356,s3603,s5713,s5142,s3667,s872,s5957,s4253,s4624,s5521,s2870,s5694,s3089,s195,s5972,s4534,s3340,s4700,s1383,s4840,s3062,s5041,s1930,s3905,s2669,s793,s4913,s3541,s5590,s5962,s3259,s1756,s5721,s4643,s3248,s1164,s1079,s2758,s4586,s3493,s4231,s3287,s2291,s974,s4175"
286,"s2651,s2373,s1715,s3013,s3697,s1796,s384,s3185,s5135,s4851,s1068,s923,s160,s3045,s698,s2828,s4270,s1769,s1168,s2767,s1636,s3151,s3940,s2064,s4295,s6064,s204,s5869,s1862,s3627,s1528,s71,s1937,s745,s1298,s5631,s4306,s5549,s5820,s303,s4683,s1754,s5245,s5882,s1556,s4274,s3597,s127,s684,s5166,s4467,s1199,s3305,s3002,s2341,s1940,s5149,s5931,s1036,s3931,s2585,s2532,s3937,s2596,s695,s2472,s5293,s878,s1323,s3646,s3695,s5737,s5747,s5263,s4162,s232,s1373,s4141,s5773,s1266,s3471,s1727,s3742,s4383,s4991,s896,s398,s480,s5162,s829,s4522,s4444,s2924,s4503,s3187,s4828,s2041,s1705,s4432,s1402,s5823,s4156,s5518,s4231,s3198,s4275,s5488,s2760,s976,s4397,s3964,s857,s3503,s1844,s3595,s557,s2861,s3050,s3792,s4038,s4254,s4907,s4778,s649,s5353,s4267,s2219,s1900,s2102,s5649,s40,s1460,s5036,s2988,s4913,s2807,s2381,s3691,s1234,s720,s162,s4655,s6080,s3360,s1985,s1972,s5151,s682,s3821,s1400,s1561,s5069,s4495,s999,s5258,s2527,s5140,s2843,s3771,s5672,s3408,s3800,s2759,s5646,s3830,s1570,s6040,s5349,s5760,s1578,s5865,s3803,s3262,s5137,s6034,s420,s2015,s4191,s3529,s6073,s1743,s2475,s4879,s966,s3203,s280,s4013,s5624,s2644,s125,s3186,s1677,s5081,s2075"
287,"s154,s85,s2391,s1935,s5654,s5329,s2553,s4461,s616,s5391,s703,s2642,s2882,s1259,s2822,s2423,s2979,s3535,s4624,s5504,s4646,s3336,s5905,s2426,s1050,s101,s5994,s5817,s2020,s2172,s2987,s5873,s2818,s1436,s880,s3009,s2805,s1908,s5838,s870,s5773,s3680,s3557,s4332,s5032,s2739,s90,s2970,s2381,s3272,s2094,s4672,s3076,s5895,s2365,s2207,s5674,s3254,s2157,s1047,s1572,s4972,s5650,s449,s3601,s1556,s4662,s4037,s3762,s5366,s3116,s995,s2871,s1698,s5874,s6078,s19,s5453,s3021,s3150,s3807,s3748,s3246,s580,s610,s4747,s3156,s5184,s4723,s1632,s4721,s2662,s1369,s4546,s5024,s5029,s5240,s2358,s5233,s2500,s5378,s2617,s3862,s6072,s5224,s5822,s5656,s1213,s788,s6010,s2092,s792,s2798,s813,s64,s6044,s4021,s2043,s4237,s3918,s5627,s2389,s1946,s1509,s4098,s885,s761,s5045,s1465,s3104,s5772,s1133,s2294,s1641,s1164,s2905,s4455,s5445,s4468,s4953,s1355,s2237,s4779,s2400,s5557,s3974,s3248,s5816,s4312,s1274,s6055"
